道具ID,名称,文字描述,品质,图标,图集路径,物品类型,能否叠加,叠加数量,带回城镇,能否被销毁
46813,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46814,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46815,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46816,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46817,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46818,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46819,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46820,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46821,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46822,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46823,稀有：勇者臂章,勇者的臂章,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46824,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46825,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46826,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46827,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46828,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46829,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46830,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46831,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46832,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46833,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46834,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46835,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46836,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46837,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46838,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46839,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46840,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46841,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46842,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46843,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46844,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46845,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46846,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46847,稀有：勇者垫肩,勇者的垫肩,2,tongyong_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46848,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46849,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46850,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46851,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46852,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46853,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46854,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46855,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46856,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46857,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46858,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46859,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46860,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46861,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46862,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46863,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46864,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46865,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46866,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46867,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46868,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46869,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46870,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46871,稀有：勇者火把,勇者的火把,2,zhanshi_torch,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46872,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46873,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46874,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46875,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46876,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46877,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46878,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46879,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46880,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46881,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46882,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46883,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46884,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46885,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46886,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46887,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46888,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46889,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46890,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46891,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46892,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46893,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46894,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46895,稀有：勇者手斧,勇者的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46896,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46897,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46898,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46899,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46900,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46901,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46902,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46903,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46904,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46905,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46906,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46907,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46908,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46909,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46910,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46911,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46912,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46913,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46914,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46915,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46916,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46917,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46918,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46919,稀有：勇者权杖,勇者的权杖,2,tongyong_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46920,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46921,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46922,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46923,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46924,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46925,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46926,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46927,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46928,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46929,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46930,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46931,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46932,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46933,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46934,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46935,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46936,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46937,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46938,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46939,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46940,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46941,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46942,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46943,稀有：勇者短剑,勇者的短剑,2,zhanshi_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46944,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46945,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46946,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46947,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46948,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46949,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46950,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46951,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46952,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46953,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46954,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46955,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46956,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46957,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46958,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46959,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46960,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46961,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46962,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46963,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46964,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46965,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46966,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46967,稀有：勇者长剑,勇者的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46968,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46969,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46970,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46971,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46972,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46973,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46974,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46975,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46976,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46977,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46978,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46979,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46980,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46981,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46982,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46983,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46984,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46985,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46986,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46987,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46988,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46989,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46990,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46991,稀有：勇者锤,勇者的锤,2,tongyong_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46992,稀有：炽热皮甲,炽热的皮甲,2,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46993,稀有：炽热皮甲,炽热的皮甲,2,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46994,稀有：炽热皮甲,炽热的皮甲,2,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46995,稀有：炽热皮甲,炽热的皮甲,2,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46996,稀有：炽热皮甲,炽热的皮甲,2,daozei_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46997,稀有：炽热护腿,炽热的护腿,2,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46998,稀有：炽热护腿,炽热的护腿,2,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
46999,稀有：炽热护腿,炽热的护腿,2,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47000,稀有：炽热护腿,炽热的护腿,2,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47001,稀有：炽热护腿,炽热的护腿,2,daozei_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47002,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47003,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47004,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47005,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47006,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47007,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47008,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47009,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47010,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47011,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47012,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47013,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
47014,稀有：炽热吊坠,炽热的吊坠,2,necklace_tooth3,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
